sku,nom,categorie,price,desc,currency,source,name_length,name_word_count,brand_detected,has_quantity,price_log,price_bucket,category_freq,is_premium_category
MYM-0015,fancy cacahuètes enrobées au maïs fancy 120g,fruits,22.75,fancy cacahuètes enrobées au maïs fancy 120g,MAD,MyMarket,44,7,0,1,3.1675825304806504,medium,0.068334937439846,1
MYM-0016,fancy cacahuètes enrobées au fromage fancy 120g,fruits,22.75,fancy cacahuètes enrobées au fromage fancy 120g,MAD,MyMarket,47,7,0,1,3.1675825304806504,medium,0.068334937439846,1
MYM-0017,fancy cacahuètes enrobées au chili 120g fancy,fruits,22.75,fancy cacahuètes enrobées au chili 120g fancy,MAD,MyMarket,45,7,0,1,3.1675825304806504,medium,0.068334937439846,1
MYM-0001,ain atlas eau minérale naturelle ain atlas 2x5l,boissons,25.0,ain atlas eau minérale naturelle ain atlas 2x5l,MAD,MyMarket,47,8,0,1,3.258096538021482,medium,0.05871029836381136,1
MYM-0002,sidi ali eau minéral naturelle sidi ali 12x50cl,boissons,34.99,sidi ali eau minéral naturelle sidi ali 12x50cl,MAD,MyMarket,47,8,1,1,3.5832411220909393,medium,0.05871029836381136,1
MYM-0003,sidi ali eau minéral naturelle sidi ali 12x33cl,boissons,22.5,sidi ali eau minéral naturelle sidi ali 12x33cl,MAD,MyMarket,47,8,1,1,3.1570004211501135,medium,0.05871029836381136,1
MYM-0004,ain ifrane eau minérale naturelle ain lfrane 2x5l,boissons,25.0,ain ifrane eau minérale naturelle ain lfrane 2x5l,MAD,MyMarket,49,8,0,1,3.258096538021482,medium,0.05871029836381136,1
MYM-0005,00 oulmes eau minérale naturellement gazeuse oulmes 12 x 33cl,boissons,54.5,00 oulmes eau minérale naturellement gazeuse oulmes 12 x 33cl,MAD,MyMarket,61,10,0,1,4.0163830207523885,medium,0.05871029836381136,1
MYM-0006,oulmes eau minérale naturellement gazeuse oulmes 6x1l,boissons,43.8,oulmes eau minérale naturellement gazeuse oulmes 6x1l,MAD,MyMarket,53,7,0,1,3.8022081394209395,medium,0.05871029836381136,1
MYM-0007,cocacola coca cola zéro 25 cl,boissons,4.9,cocacola coca cola zéro 25 cl,MAD,MyMarket,29,6,0,1,1.7749523509116738,low,0.05871029836381136,1
MYM-0008,sidi ali eau minéral naturelle sidi ali 4x2l,boissons,21.9,sidi ali eau minéral naturelle sidi ali 4x2l,MAD,MyMarket,44,8,1,1,3.131136910560194,medium,0.05871029836381136,1
MYM-0009,cocacola coca cola zéro 1l,boissons,8.5,cocacola coca cola zéro 1l,MAD,MyMarket,26,5,0,1,2.2512917986064953,low,0.05871029836381136,1
MYM-0010,ain ifrane eau minérale naturelle ain ifrane 12x50 cl,boissons,35.0,ain ifrane eau minérale naturelle ain ifrane 12x50 cl,MAD,MyMarket,53,9,0,1,3.58351893845611,medium,0.05871029836381136,1
MYM-0011,cocacola coca cola classique canette 25cl,boissons,5.5,cocacola coca cola classique canette 25cl,MAD,MyMarket,41,6,0,1,1.8718021769015913,low,0.05871029836381136,1
MYM-0012,oulmes eau minérale naturellement gazeuse oulmes 12x50cl,boissons,61.8,oulmes eau minérale naturellement gazeuse oulmes 12x50cl,MAD,MyMarket,56,7,0,1,4.139955073474153,high,0.05871029836381136,1
MYM-0013,cocacola coca cola zero 50cl,boissons,6.33,cocacola coca cola zero 50cl,MAD,MyMarket,28,5,0,1,1.9919755158985601,low,0.05871029836381136,1
MYM-0014,hawaii hawaii tropical 1l,boissons,10.5,hawaii hawaii tropical 1l,MAD,MyMarket,25,4,0,1,2.4423470353692043,low,0.05871029836381136,1
MYM-0015,ain atlas eau minérale naturelle ain atlas 12 x 33 cl,boissons,25.0,ain atlas eau minérale naturelle ain atlas 12 x 33 cl,MAD,MyMarket,53,11,0,1,3.258096538021482,medium,0.05871029836381136,1
MYM-0016,cocacola coca cola 50cl,boissons,6.2,cocacola coca cola 50cl,MAD,MyMarket,23,4,0,1,1.9740810260220096,low,0.05871029836381136,1
MYM-0017,schweppes schweppes tonic canette 33cl,boissons,8.6,schweppes schweppes tonic canette 33cl,MAD,MyMarket,38,5,0,1,2.2617630984737906,low,0.05871029836381136,1
MYM-0018,cocacola coca cola original 1l,boissons,9.2,cocacola coca cola original 1l,MAD,MyMarket,30,5,0,1,2.322387720290225,low,0.05871029836381136,1
MYM-0019,schweppes schweppes tonic 90cl,boissons,13.5,schweppes schweppes tonic 90cl,MAD,MyMarket,30,4,0,1,2.6741486494265287,low,0.05871029836381136,1
MYM-0001,pom's poms 1l,boissons,10.6,pom's poms 1l,MAD,MyMarket,13,3,0,1,2.451005098112319,low,0.05871029836381136,1
MYM-0002,10 redbull boisson energétique red bull canette 25cl,boissons,23.0,10 redbull boisson energétique red bull canette 25cl,MAD,MyMarket,52,8,0,1,3.1780538303479458,medium,0.05871029836381136,1
MYM-0003,50 cocacola schweppes citron 50cl,boissons,7.68,50 cocacola schweppes citron 50cl,MAD,MyMarket,33,5,0,1,2.1610215286722587,low,0.05871029836381136,1
MYM-0004,sprite sprite 50cl,boissons,6.0,sprite sprite 50cl,MAD,MyMarket,18,3,0,1,1.9459101490553132,low,0.05871029836381136,1
MYM-0005,cocacola coca cola classique canette 33cl,boissons,9.85,cocacola coca cola classique canette 33cl,MAD,MyMarket,41,6,0,1,2.3841650799864684,low,0.05871029836381136,1
MYM-0006,orangina orangina 50cl,boissons,7.34,orangina orangina 50cl,MAD,MyMarket,22,3,0,1,2.1210632163706555,low,0.05871029836381136,1
MYM-0007,rani pulpy jus orange rani pulpy 1l,boissons,13.2,rani pulpy jus orange rani pulpy 1l,MAD,MyMarket,35,7,0,1,2.653241964607215,low,0.05871029836381136,1
MYM-0008,orangina orangina canette 25cl,boissons,4.5,orangina orangina canette 25cl,MAD,MyMarket,30,4,0,1,1.7047480922384253,low,0.05871029836381136,1
MYM-0009,cocacola hawai tropical 50cl,boissons,6.5,cocacola hawai tropical 50cl,MAD,MyMarket,28,4,0,1,2.0149030205422647,low,0.05871029836381136,1
MYM-0010,cocacola poms 50 cl,boissons,7.68,cocacola poms 50 cl,MAD,MyMarket,19,4,0,1,2.1610215286722587,low,0.05871029836381136,1
MYM-0011,cocacola coca cola zéro canette 33cl,boissons,7.2,cocacola coca cola zéro canette 33cl,MAD,MyMarket,36,6,0,1,2.1041341542702074,low,0.05871029836381136,1
MYM-0012,88 oulmes eau minérale naturellement gazeuse oulmes légère 6x1l,boissons,39.95,88 oulmes eau minérale naturellement gazeuse oulmes légère 6x1l,MAD,MyMarket,63,9,0,1,3.7123518102990785,medium,0.05871029836381136,1
MYM-0013,ain atlas eau minérale naturelle ain atlas 12x50cl,boissons,36.0,ain atlas eau minérale naturelle ain atlas 12x50cl,MAD,MyMarket,50,8,0,1,3.6109179126442243,medium,0.05871029836381136,1
MYM-0014,sprite boisson gazeuse sprite 1l,boissons,9.5,sprite boisson gazeuse sprite 1l,MAD,MyMarket,32,5,0,1,2.3513752571634776,low,0.05871029836381136,1
MYM-0015,cocacola fanta orange 1l,boissons,8.4,cocacola fanta orange 1l,MAD,MyMarket,24,4,0,1,2.2407096892759584,low,0.05871029836381136,1
MYM-0016,40 oulmes eau minérale naturellement gazeuse oulmes 25cl verre,boissons,4.5,40 oulmes eau minérale naturellement gazeuse oulmes 25cl verre,MAD,MyMarket,62,9,0,1,1.7047480922384253,low,0.05871029836381136,1
MYM-0001,rauch thé glacé pêche rauch 1l,boissons,23.0,rauch thé glacé pêche rauch 1l,MAD,MyMarket,30,6,0,1,3.1780538303479458,medium,0.05871029836381136,1
MYM-0002,cocacola schweppes citron 1l,boissons,113.5,cocacola schweppes citron 1l,MAD,MyMarket,28,4,0,1,4.740574822994295,high,0.05871029836381136,1
MYM-0003,burn boisson energétique burn canette 25cl,boissons,12.48,burn boisson energétique burn canette 25cl,MAD,MyMarket,42,6,0,1,2.601207105484161,low,0.05871029836381136,1
MYM-0004,lipton lipton ice tea pêche 50cl,boissons,5.9,lipton lipton ice tea pêche 50cl,MAD,MyMarket,32,6,0,1,1.9315214116032138,low,0.05871029836381136,1
MYM-0005,oulmes eau gazeuse aromatisées mojito oulmes 25cl verre,boissons,7.9,oulmes eau gazeuse aromatisées mojito oulmes 25cl verre,MAD,MyMarket,55,8,0,1,2.186051276738094,low,0.05871029836381136,1
MYM-0006,50 pepsi eau de table aquafina 12 x 33cl,boissons,22.2,50 pepsi eau de table aquafina 12 x 33cl,MAD,MyMarket,40,9,0,1,3.1441522786722644,medium,0.05871029836381136,1
MYM-0007,teisseire sirop de citron teisseire 600ml,boissons,95.0,teisseire sirop de citron teisseire 600ml,MAD,MyMarket,41,6,0,1,4.564348191467836,high,0.05871029836381136,1
MYM-0008,oulmes eau minérale naturellement gazeuse oulmes légère 12x50cl,boissons,55.0,oulmes eau minérale naturellement gazeuse oulmes légère 12x50cl,MAD,MyMarket,63,8,0,1,4.02535169073515,medium,0.05871029836381136,1
MYM-0009,lipton lipton ice tea saveur peche 330ml,boissons,8.05,lipton lipton ice tea saveur peche 330ml,MAD,MyMarket,40,7,0,1,2.2027647577118348,low,0.05871029836381136,1
MYM-0010,88 orangina orangina zéro 1l,boissons,10.77,88 orangina orangina zéro 1l,MAD,MyMarket,28,5,0,1,2.4655539212721855,low,0.05871029836381136,1
MYM-0011,50 teisseire sirop de menthe teisseire 600ml,boissons,75.0,50 teisseire sirop de menthe teisseire 600ml,MAD,MyMarket,44,7,0,1,4.330733340286331,high,0.05871029836381136,1
MYM-0012,pepsi eau de table aquafina 12 x 50cl,boissons,29.95,pepsi eau de table aquafina 12 x 50cl,MAD,MyMarket,37,8,0,1,3.432372999130605,medium,0.05871029836381136,1
MYM-0013,teisseire sirop de pêche teisseire 600ml,boissons,95.4,teisseire sirop de pêche teisseire 600ml,MAD,MyMarket,40,6,0,1,4.5685062016165,high,0.05871029836381136,1
MYM-0001,bavaria boisson sans alcool premium original bavaria 33cl,boissons,29.4,bavaria boisson sans alcool premium original bavaria 33cl,MAD,MyMarket,57,8,0,1,3.414442608412176,medium,0.05871029836381136,1
MYM-0002,bavaria boisson sans alcool pomme bavaria 33cl,boissons,29.4,bavaria boisson sans alcool pomme bavaria 33cl,MAD,MyMarket,46,7,0,1,3.414442608412176,medium,0.05871029836381136,1
MYM-0003,bavaria boisson sans alcool fraise bavaria 33cl,boissons,29.4,bavaria boisson sans alcool fraise bavaria 33cl,MAD,MyMarket,47,7,0,1,3.414442608412176,medium,0.05871029836381136,1
MYM-0004,bavaria boisson sans alcool citron bavaria 33cl,boissons,29.4,bavaria boisson sans alcool citron bavaria 33cl,MAD,MyMarket,47,7,0,1,3.414442608412176,medium,0.05871029836381136,1
MYM-0005,hawaii hawai tropical canette 33cl,boissons,9.85,hawaii hawai tropical canette 33cl,MAD,MyMarket,34,5,0,1,2.3841650799864684,low,0.05871029836381136,1
MYM-0006,ma carte cadeau mymarket,boissons,300.0,ma carte cadeau mymarket,MAD,MyMarket,24,4,0,0,5.707110264748875,high,0.05871029836381136,1
MYM-0007,chergui yaourt sport à boire protéiné 36g mangue chergui 450ml,boissons,23.99,chergui yaourt sport à boire protéiné 36g mangue chergui 450ml,MAD,MyMarket,62,10,0,1,3.218475744846861,medium,0.05871029836381136,1
MYM-0008,50 teisseire sirop de fruit de la passion teisseire 600ml,boissons,96.0,50 teisseire sirop de fruit de la passion teisseire 600ml,MAD,MyMarket,57,10,0,1,4.574710978503383,high,0.05871029836381136,1
MYM-0009,00 chergui yaourt sport à boire protéiné 36g vanille chergui 450ml,boissons,23.99,00 chergui yaourt sport à boire protéiné 36g vanille chergui 450ml,MAD,MyMarket,66,11,0,1,3.218475744846861,medium,0.05871029836381136,1
MYM-0010,cocacola fanta orange 50cl,boissons,6.6,cocacola fanta orange 50cl,MAD,MyMarket,26,4,0,1,2.028148247292285,low,0.05871029836381136,1
MYM-0011,bavaria boisson sans alcool pêche bavaria 33cl,boissons,29.4,bavaria boisson sans alcool pêche bavaria 33cl,MAD,MyMarket,46,7,0,1,3.414442608412176,medium,0.05871029836381136,1
MYM-0012,mondariz eau minéral mondariz 50cl,boissons,4.3,mondariz eau minéral mondariz 50cl,MAD,MyMarket,34,5,0,1,1.667706820558076,low,0.05871029836381136,1
MYM-0013,sucre 600ml,boissons,95.85,sucre 600ml,MAD,MyMarket,11,2,0,1,4.573163389853005,high,0.05871029836381136,1
MYM-0001,spring home surgelées 500g,surgeles,70.0,spring home surgelées 500g,MAD,MyMarket,26,4,0,1,4.2626798770413155,high,0.032723772858517804,0
MYM-0002,40 glace glacons alimentaire 1 kg,surgeles,10.2,40 glace glacons alimentaire 1 kg,MAD,MyMarket,33,6,0,1,2.4159137783010487,low,0.032723772858517804,0
MYM-0003,king génération nuggets de poulet pané surgelé king génération 300 g,surgeles,45.95,king génération nuggets de poulet pané surgelé king génération 300 g,MAD,MyMarket,68,11,0,1,3.849083205654272,medium,0.032723772858517804,0
MYM-0004,king génération cordon bleu de poulet surgelé king génération 400 g,surgeles,57.45,king génération cordon bleu de poulet surgelé king génération 400 g,MAD,MyMarket,67,11,0,1,4.068171687918078,medium,0.032723772858517804,0
MYM-0005,king génération steak de poulet pané surgelé king génération 340 g,surgeles,48.0,king génération steak de poulet pané surgelé king génération 340 g,MAD,MyMarket,66,11,0,1,3.8918202981106265,medium,0.032723772858517804,0
MYM-0006,oetker 385 g,surgeles,63.2,oetker 385 g,MAD,MyMarket,12,3,0,1,4.162003210695915,high,0.032723772858517804,0
MYM-0007,oetker 365 g,surgeles,63.2,oetker 365 g,MAD,MyMarket,12,3,0,1,4.162003210695915,high,0.032723772858517804,0
MYM-0008,oetker 340 g,surgeles,63.2,oetker 340 g,MAD,MyMarket,12,3,0,1,4.162003210695915,high,0.032723772858517804,0
MYM-0009,goldy pâte brisée surgelé goldy 500g,surgeles,22.99,goldy pâte brisée surgelé goldy 500g,MAD,MyMarket,36,6,0,1,3.177637076851603,medium,0.032723772858517804,0
MYM-0010,95 magnum bâtonnet de glace double caramel magnum 73 g,surgeles,20.7,95 magnum bâtonnet de glace double caramel magnum 73 g,MAD,MyMarket,54,10,0,1,3.077312260546414,medium,0.032723772858517804,0
MYM-0011,häagen-dazs pot de glace fromage fraise cake häagen-dazs 500ml,surgeles,117.0,häagen-dazs pot de glace fromage fraise cake häagen-dazs 500ml,MAD,MyMarket,62,9,0,1,4.770684624465665,high,0.032723772858517804,0
MYM-0012,les domaines filet de saumon fumé les domaines 100g,surgeles,101.94,les domaines filet de saumon fumé les domaines 100g,MAD,MyMarket,51,9,0,1,4.6341462942246086,high,0.032723772858517804,0
MYM-0013,vossko cordon bleu de poulet pané vossko halal surgelé 260 g,surgeles,32.34,vossko cordon bleu de poulet pané vossko halal surgelé 260 g,MAD,MyMarket,60,11,0,1,3.506757877322648,medium,0.032723772858517804,0
MYM-0014,vossko escalope de poulet pané surgelè halal vossko surgelè,surgeles,31.14,vossko escalope de poulet pané surgelè halal vossko surgelè,MAD,MyMarket,59,9,0,0,3.4701013603093664,medium,0.032723772858517804,0
MYM-0015,perdix burger de poulet pane perdix surgelè 360 g,surgeles,37.23,perdix burger de poulet pane perdix surgelè 360 g,MAD,MyMarket,49,9,0,1,3.6436205477083212,medium,0.032723772858517804,0
MYM-0001,40 le poissonnier filet de panga surgelé 800 g,surgeles,44.8,40 le poissonnier filet de panga surgelé 800 g,MAD,MyMarket,46,9,0,1,3.824284091120139,medium,0.032723772858517804,0
MYM-0002,gourmet's club batonnet de poisson ail gourmet's 240 g,surgeles,39.54,gourmet's club batonnet de poisson ail gourmet's 240 g,MAD,MyMarket,54,9,0,1,3.702289141023854,medium,0.032723772858517804,0
MYM-0003,94 goldy pâte sablée surgelée goldy 500g,surgeles,24.6,94 goldy pâte sablée surgelée goldy 500g,MAD,MyMarket,40,7,0,1,3.242592351485517,medium,0.032723772858517804,0
MYM-0004,54 king génération escalope de poulet pané surgelé king génération 320 g,surgeles,44.45,54 king génération escalope de poulet pané surgelé king génération 320 g,MAD,MyMarket,72,12,0,1,3.816612820623488,medium,0.032723772858517804,0
MYM-0005,glace glacons alimentaire 2kg,surgeles,19.5,glace glacons alimentaire 2kg,MAD,MyMarket,29,4,0,1,3.0204248861443626,low,0.032723772858517804,0
MYM-0006,94 toblerone batonnets x4 toblerone 264g,surgeles,94.74,94 toblerone batonnets x4 toblerone 264g,MAD,MyMarket,40,6,0,1,4.561636183964363,high,0.032723772858517804,0
MYM-0007,94 seara 13 pièces chicken nuggets seara 300g,surgeles,56.34,94 seara 13 pièces chicken nuggets seara 300g,MAD,MyMarket,45,8,0,1,4.048998460455224,medium,0.032723772858517804,0
MYM-0008,häagen-dazs bâtonnet de glace aux amandes et chocolat häagen-dazs 70g,surgeles,28.0,häagen-dazs bâtonnet de glace aux amandes et chocolat häagen-dazs 70g,MAD,MyMarket,69,10,0,1,3.367295829986474,medium,0.032723772858517804,0
MYM-0009,häagen-dazs bâtonnet de glace aux amandes et vanille häagen-dazs 70g,surgeles,36.6,häagen-dazs bâtonnet de glace aux amandes et vanille häagen-dazs 70g,MAD,MyMarket,68,10,0,1,3.6270040503958487,medium,0.032723772858517804,0
MYM-0010,häagen-dazs bâtonnet de glace au caramel beurre salé häagen-dazs 70g,surgeles,28.0,häagen-dazs bâtonnet de glace au caramel beurre salé häagen-dazs 70g,MAD,MyMarket,68,10,0,1,3.367295829986474,medium,0.032723772858517804,0
MYM-0011,häagen-dazs bâtonnet de glace au macadamia häagen-dazs 70g,surgeles,28.0,häagen-dazs bâtonnet de glace au macadamia häagen-dazs 70g,MAD,MyMarket,58,8,0,1,3.367295829986474,medium,0.032723772858517804,0
MYM-0012,häagen-dazs pot de glace au chocolat belge häagen-dazs 500ml,surgeles,117.0,häagen-dazs pot de glace au chocolat belge häagen-dazs 500ml,MAD,MyMarket,60,9,0,1,4.770684624465665,high,0.032723772858517804,0
MYM-0001,häagen-dazs pot de glace au macadamia häagen-dazs 500ml,surgeles,117.0,häagen-dazs pot de glace au macadamia häagen-dazs 500ml,MAD,MyMarket,55,8,0,1,4.770684624465665,high,0.032723772858517804,0
MYM-0002,häagen-dazs pot de glace au cookies et crème de vanille häagen-dazs 500ml,surgeles,99.0,häagen-dazs pot de glace au cookies et crème de vanille häagen-dazs 500ml,MAD,MyMarket,73,12,0,1,4.605170185988092,high,0.032723772858517804,0
MYM-0003,häagen-dazs mini pot de glace au caramel au beurre salé häagen-dazs 100ml,surgeles,45.0,häagen-dazs mini pot de glace au caramel au beurre salé häagen-dazs 100ml,MAD,MyMarket,73,12,0,1,3.828641396489095,medium,0.032723772858517804,0
MYM-0004,häagen-dazs mini pot de glace chocolat belge häagen-dazs 100ml,surgeles,45.0,häagen-dazs mini pot de glace chocolat belge häagen-dazs 100ml,MAD,MyMarket,62,9,0,1,3.828641396489095,medium,0.032723772858517804,0
MYM-0005,häagen-dazs mini pots de glace au macadamia häagen-dazs 100ml,surgeles,45.0,häagen-dazs mini pots de glace au macadamia häagen-dazs 100ml,MAD,MyMarket,61,9,0,1,3.828641396489095,medium,0.032723772858517804,0
MYM-0006,häagen-dazs mini pot de glace au cookies et crème de vanille häagen-dazs 100ml,surgeles,45.0,häagen-dazs mini pot de glace au cookies et crème de vanille häagen-dazs 100ml,MAD,MyMarket,78,13,0,1,3.828641396489095,medium,0.032723772858517804,0
MYM-0007,häagen-dazs pot de glace au caramel au beurre salé häagen-dazs 500ml,surgeles,117.0,häagen-dazs pot de glace au caramel au beurre salé häagen-dazs 500ml,MAD,MyMarket,68,11,0,1,4.770684624465665,high,0.032723772858517804,0
MYM-0001,ayala biscuits à la cannelle ayala 470g,epicerie-sucree,24.0,ayala biscuits à la cannelle ayala 470g,MAD,MyMarket,39,7,1,1,3.2188758248682006,medium,0.07988450433108758,0
MYM-0002,schär biscuits salés croustillants crackers multicéréales sans gluten schär 210g,epicerie-sucree,58.9,schär biscuits salés croustillants crackers multicéréales sans gluten schär 210g,MAD,MyMarket,80,10,0,1,4.092676505121403,medium,0.07988450433108758,0
MYM-0003,schär biscuits salés crackers sans gluten schär 210g,epicerie-sucree,49.95,schär biscuits salés crackers sans gluten schär 210g,MAD,MyMarket,52,8,0,1,3.9308447596687337,medium,0.07988450433108758,0
MYM-0004,harvey 175g,epicerie-sucree,29.94,harvey 175g,MAD,MyMarket,11,2,0,1,3.43204984514492,medium,0.07988450433108758,0
MYM-0005,gavottes crêpes dentelle chocolat noir gavottes 90g,epicerie-sucree,46.55,gavottes crêpes dentelle chocolat noir gavottes 90g,MAD,MyMarket,51,7,0,1,3.8617817889913995,medium,0.07988450433108758,0
MYM-0006,mc vities 2 biscuits digestive original mcvities 33g,epicerie-sucree,2.2,mc vities 2 biscuits digestive original mcvities 33g,MAD,MyMarket,52,8,0,1,1.1631508098056809,low,0.07988450433108758,0
MYM-0007,don simon nectar pina colada don simón 33,epicerie-sucree,8.0,don simon nectar pina colada don simón 33,MAD,MyMarket,41,8,0,0,2.1972245773362196,low,0.07988450433108758,0
MYM-0008,don simon jus orange don simon disfruta 1l,epicerie-sucree,15.0,don simon jus orange don simon disfruta 1l,MAD,MyMarket,42,8,0,1,2.772588722239781,low,0.07988450433108758,0
MYM-0009,don simon jus ananas don simon disfruta 1l,epicerie-sucree,15.0,don simon jus ananas don simon disfruta 1l,MAD,MyMarket,42,8,0,1,2.772588722239781,low,0.07988450433108758,0
MYM-0010,gullon biscuits sans gluten gullón 200g,epicerie-sucree,22.5,gullon biscuits sans gluten gullón 200g,MAD,MyMarket,39,6,0,1,3.1570004211501135,medium,0.07988450433108758,0
MYM-0011,shortbread gullón 175g,epicerie-sucree,18.2,shortbread gullón 175g,MAD,MyMarket,22,3,0,1,2.954910279033736,low,0.07988450433108758,0
MYM-0012,moins de graisses gullón digestive 400g,epicerie-sucree,20.05,moins de graisses gullón digestive 400g,MAD,MyMarket,39,6,0,1,3.0469005601283903,medium,0.07988450433108758,0
MYM-0013,gullon biscuits maria sans gluten gullon 380 g,epicerie-sucree,22.95,gullon biscuits maria sans gluten gullon 380 g,MAD,MyMarket,46,8,0,1,3.175968323856924,medium,0.07988450433108758,0
MYM-0014,milklack crème croissant milklack 250g,epicerie-sucree,9.0,milklack crème croissant milklack 250g,MAD,MyMarket,38,5,0,1,2.302585092994046,low,0.07988450433108758,0
MYM-0015,helior lait noisette vegan helior 1l,epicerie-sucree,29.9,helior lait noisette vegan helior 1l,MAD,MyMarket,36,6,0,1,3.4307561839036995,medium,0.07988450433108758,0
MYM-0016,helior lait de coco vegan helior 1l,epicerie-sucree,29.9,helior lait de coco vegan helior 1l,MAD,MyMarket,35,7,0,1,3.4307561839036995,medium,0.07988450433108758,0
MYM-0017,helior lait amande vegan helior 1l,epicerie-sucree,29.9,helior lait amande vegan helior 1l,MAD,MyMarket,34,6,0,1,3.4307561839036995,medium,0.07988450433108758,0
MYM-0018,sboula levure sèche sboula 125g,epicerie-sucree,9.0,sboula levure sèche sboula 125g,MAD,MyMarket,31,5,0,1,2.302585092994046,low,0.07988450433108758,0
MYM-0019,chocao préparation en poudre pour boisson instantanée au cacao chocao 100g,epicerie-sucree,4.95,chocao préparation en poudre pour boisson instantanée au cacao chocao 100g,MAD,MyMarket,74,11,0,1,1.7833912195575383,low,0.07988450433108758,0
MYM-0020,el baraka confiture abricot el baraka 37cl,epicerie-sucree,14.9,el baraka confiture abricot el baraka 37cl,MAD,MyMarket,42,7,0,1,2.766319109226186,low,0.07988450433108758,0
MYM-0021,mayfine fleur de maïs en poudre mayfine idéal 180g,epicerie-sucree,7.9,mayfine fleur de maïs en poudre mayfine idéal 180g,MAD,MyMarket,50,9,0,1,2.186051276738094,low,0.07988450433108758,0
MYM-0022,ideal crème pâtissière en poudre vanille idéal 200g,epicerie-sucree,7.9,ideal crème pâtissière en poudre vanille idéal 200g,MAD,MyMarket,51,8,0,1,2.186051276738094,low,0.07988450433108758,0
MYM-0023,el baraka confiture fraise el baraka 37cl,epicerie-sucree,19.95,el baraka confiture fraise el baraka 37cl,MAD,MyMarket,41,7,0,1,3.0421386463681466,low,0.07988450433108758,0
MYM-0024,ideal préparation en poudre pour raib ideal 40g,epicerie-sucree,3.49,ideal préparation en poudre pour raib ideal 40g,MAD,MyMarket,47,8,0,1,1.501852701754163,low,0.07988450433108758,0
MYM-0001,ideal crème pâtissière citron idéal 200g,epicerie-sucree,9.9,ideal crème pâtissière citron idéal 200g,MAD,MyMarket,40,6,0,1,2.388762789235098,low,0.07988450433108758,0
MYM-0002,ideal crème pâtissière chocolat iéeal 200g,epicerie-sucree,9.9,ideal crème pâtissière chocolat iéeal 200g,MAD,MyMarket,42,6,0,1,2.388762789235098,low,0.07988450433108758,0
MYM-0003,ideal 10 sachets sucre vanille ideal 75g,epicerie-sucree,5.5,ideal 10 sachets sucre vanille ideal 75g,MAD,MyMarket,40,7,0,1,1.8718021769015913,low,0.07988450433108758,0
MYM-0004,ideal 10 sachets levure chimique ideal 80g,epicerie-sucree,5.5,ideal 10 sachets levure chimique ideal 80g,MAD,MyMarket,42,7,0,1,1.8718021769015913,low,0.07988450433108758,0
MYM-0005,lotus pate a tartiner creamy biscoff lotus 400g,epicerie-sucree,58.9,lotus pate a tartiner creamy biscoff lotus 400g,MAD,MyMarket,47,8,0,1,4.092676505121403,medium,0.07988450433108758,0
MYM-0006,saint louis morceaux secables sucre de canne brun saint louis 1kg,epicerie-sucree,59.95,saint louis morceaux secables sucre de canne brun saint louis 1kg,MAD,MyMarket,65,11,0,1,4.110053855927281,medium,0.07988450433108758,0
MYM-0007,saint louis sucre de canne bec verseur cassonade roux saint louis 650g,epicerie-sucree,47.9,saint louis sucre de canne bec verseur cassonade roux saint louis 650g,MAD,MyMarket,70,12,0,1,3.8897773964808264,medium,0.07988450433108758,0
MYM-0008,canderel sucre en poudre flacon canderel 40g,epicerie-sucree,49.9,canderel sucre en poudre flacon canderel 40g,MAD,MyMarket,44,7,0,1,3.929862923556477,medium,0.07988450433108758,0
MYM-0009,st dalfour confiture peches sans sucre st dalfour 284g,epicerie-sucree,53.9,st dalfour confiture peches sans sucre st dalfour 284g,MAD,MyMarket,54,9,0,1,4.005513348515485,medium,0.07988450433108758,0
MYM-0010,st dalfour confiture de fraise sans sucre st dalfour 284g,epicerie-sucree,53.9,st dalfour confiture de fraise sans sucre st dalfour 284g,MAD,MyMarket,57,10,0,1,4.005513348515485,medium,0.07988450433108758,0
MYM-0011,lago plaisir gaufrettes chocolat lait lago plaisir 38g,epicerie-sucree,8.5,lago plaisir gaufrettes chocolat lait lago plaisir 38g,MAD,MyMarket,54,8,0,1,2.2512917986064953,low,0.07988450433108758,0
MYM-0012,50 gastone lago mini party gaufrettes bag coconut gastone lago 125g,epicerie-sucree,19.0,50 gastone lago mini party gaufrettes bag coconut gastone lago 125g,MAD,MyMarket,67,11,0,1,2.995732273553991,low,0.07988450433108758,0
MYM-0013,gastone lago mini party bag gaufrettes bag vanille gastone lago 125g,epicerie-sucree,19.0,gastone lago mini party bag gaufrettes bag vanille gastone lago 125g,MAD,MyMarket,68,11,0,1,2.995732273553991,low,0.07988450433108758,0
MYM-0014,gastone lago mini party gaufrettes bag noisettes gastone lago 125g,epicerie-sucree,19.0,gastone lago mini party gaufrettes bag noisettes gastone lago 125g,MAD,MyMarket,66,10,0,1,2.995732273553991,low,0.07988450433108758,0
MYM-0015,gastone lago mini party gaufrettes cacao bag gastone lago 125g,epicerie-sucree,19.0,gastone lago mini party gaufrettes cacao bag gastone lago 125g,MAD,MyMarket,62,10,0,1,2.995732273553991,low,0.07988450433108758,0
MYM-0016,gastone lago mini party gaufrettes sans sucre noisettes bag gastone lago 125g,epicerie-sucree,20.0,gastone lago mini party gaufrettes sans sucre noisettes bag gastone lago 125g,MAD,MyMarket,77,12,0,1,3.044522437723423,medium,0.07988450433108758,0
