nom,prix,prix_original,categorie,marque,promotion,disponibilite,image_url,store_name
KHLIE TRADITIONNEL 500G AHL FES,79.95,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/180460-300x300.jpg,aswak_assalam
LOT DE 2 LUNCHEONS DE DINDE 600G SAHEL (-50% SUR LE 2EME),31.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1362965-300x300.jpg,aswak_assalam
LOT DE MORTADELLE 600G + SAUCISSON PIQUANT 600G CAMPUS,33.0,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1392433-300x300.jpg,aswak_assalam
LOT MORTADELLE 600G + KASHER PIQUANT 600G TORO,31.95,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1362062-300x300.jpg,aswak_assalam
LUNCHEON AU BOEUF TRIPACK 3*330G JAYDA,33.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1337289-300x300.jpg,aswak_assalam
LUNCHEON DE BOEUF & VOLAILLE  300G DINDY,12.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1222613-300x300.jpg,aswak_assalam
LUNCHEON DE BOEUF 600G JAYDA,19.9,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1316093-300x300.jpg,aswak_assalam
LUNCHEON DE BOEUF EN BOYAU 300G JAYDA,10.95,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1233841-300x300.jpg,aswak_assalam
LUNCHEON DE BOEUF EN CONSERVE 300G JAYDA,15.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1292498-300x300.jpg,aswak_assalam
LUNCHEON DE BOEUF PACK DUO 2*600G JAYDA,33.9,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1359255-300x300.jpg,aswak_assalam
LUNCHEON DE DINDE 350G SAHEL,13.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1332785-300x300.jpg,aswak_assalam
LUNCHEON DE DINDE 600G DINDY,22.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1343722-300x300.jpg,aswak_assalam
LUNCHEON DE DINDE 600G SAHEL,22.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1332784-300x300.jpg,aswak_assalam
LUNCHEON DE POULET 600G DINDY,23.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1369942-300x300.jpg,aswak_assalam
MIETTES DE SAUMON FUME 150G LE P’TIT PECHEUR,56.95,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1243747-300x300.jpg,aswak_assalam
MINI POIVRONS FARCIS AU THON 300G LA MONEGASQUE,49.95,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1397679-300x300.jpg,aswak_assalam
MORTADELLE AUX FINES HERBES 600G SAHEL,22.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1332820-300x300.jpg,aswak_assalam
MORTADELLE AUX OLIVES 380G DINDY,17.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/132147-300x300.jpg,aswak_assalam
MORTADELLE AUX OLIVES 600G SAHEL,22.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1332824-300x300.jpg,aswak_assalam
MORTADELLE AUX OLIVES 90G SAHEL,4.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1332827-300x300.jpg,aswak_assalam
MORTADELLE DE DINDE 600G SAHEL,22.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1332819-300x300.jpg,aswak_assalam
MORTADELLE DE DINDE 90G SAHEL,4.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1332831-300x300.jpg,aswak_assalam
MORTADELLE DE DINDE AU FROMAGE 600G DINDY,29.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1222617-300x300.jpg,aswak_assalam
MORTADELLE FINES HERBES 380G DINDY,18.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/125202-300x300.jpg,aswak_assalam
MORTADELLE FROMAGE 380G DINDY,18.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/0913230-300x300.jpg,aswak_assalam
MORTADELLE NATURE 380G DINDY,17.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/54808-300x300.jpg,aswak_assalam
MORTADELLE NATURE TORO 600G DINDY,21.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1222621-300x300.jpg,aswak_assalam
PACK DE 2 CUISSES DE DINDE FUMEES 80G JAYDA,22.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1423322-300x300.jpg,aswak_assalam
PACK DE 2 FILETS DE DINDE FUMES 80G SAHEL (CUISSE DE DINDE 80G GRATUITE),22.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1362966-300x300.jpg,aswak_assalam
PACK DUO KASHER DE DINDE NATURE + KASHER MIX COCKTAIL 600G JAYDA,31.95,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1359254-300x300.jpg,aswak_assalam
PACK DUO LUNCHEON BOEUF 300G + MORTADELLE MIX NATURE 300G JAYDA,17.95,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1351282-300x300.jpg,aswak_assalam
PACK DUO LUNCHEON DE BOEUF 600G + KASHER MIX COCKTAIL 600G JAYDA,34.9,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1359256-300x300.jpg,aswak_assalam
PASTRAMI DE BOEUF NATURE 80G DAR AL LAHM,21.95,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1452774-300x300.jpg,aswak_assalam
PATE AU CONFIT DE CANARD 240G F.KABBAJ,45.95,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1226955-300x300.jpg,aswak_assalam
PEPPERONI DE BOEUF CUIT ET FUME 80G DAR AL LAHM,24.95,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1452782-300x300.jpg,aswak_assalam
ROULADE DE DINDE 600G JAYDA,17.95,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1358825-300x300.jpg,aswak_assalam
SALAMI 380G DINDY,26.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/125200-300x300.jpg,aswak_assalam
SALAMI DE BOEUF 80G DEL PACHA,20.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/170205-300x300.jpg,aswak_assalam
SALAMI DE BOEUF 80G DINDY,11.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1298774-300x300.jpg,aswak_assalam
SALAMI DE BOEUF 80G JAYDA,14.5,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1300334-300x300.jpg,aswak_assalam
SALAMI DE BOEUF NATURE 80G DAR AL LAHM,17.95,,Charcuterie_Traiteur,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1452781-300x300.jpg,aswak_assalam
Fromage blanc à tartiner 900g – LE BERGER,59.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/11/1-300x300.jpg.webp,aswak_assalam
Lot de 2 fromage frais à tartiner Jben 160g – JIBAL,17.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/10/4-300x300.jpg.webp,aswak_assalam
4 FROMAGES RAPES 175G OR BLANC,22.3,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1401673-300x300.jpg,aswak_assalam
BEURRE 1 KG CENTRALE,112.3,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1237733-300x300.jpg,aswak_assalam
BEURRE 1KG JAOUDA,99.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1162593-300x300.jpg,aswak_assalam
BEURRE 200G BADAOUIA,29.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/115517-300x300.jpg,aswak_assalam
BEURRE 200G DEMI SEL PRESIDENT,53.9,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/58465-300x300.jpg,aswak_assalam
BEURRE ALLEGE 250G BADAOUIA,45.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/170569-300x300.jpg,aswak_assalam
BEURRE COUPELLE  8*10G FILET PRESIDENT,18.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1259705-300x300.jpg,aswak_assalam
BEURRE DEMI SEL 200G ELLE&VIRE,59.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/127707-300x300.jpg,aswak_assalam
BEURRE DOUX 200G OR BLANC,30.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1214993-300x300.jpg,aswak_assalam
BEURRE DOUX MARQUIS 200G ELLE&VIRE,22.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1180593-300x300.jpg,aswak_assalam
BEURRE FERMIER MOUMTEZ 1KG COLAIMO,82.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1173293-300x300.jpg,aswak_assalam
BEURRE FERMIER MOUMTEZ 250G COLAIMO,20.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/180174-300x300.jpg,aswak_assalam
BEURRE FERMIER MOUMTEZ 500G COLAIMO,44.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/180176-300x300.jpg,aswak_assalam
BEURRE FRAIS PASTEURISE 200 G JAOUDA,20.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1279414-300x300.jpg,aswak_assalam
BEURRE LA MOTTE AUX CRISTAUX DE SEL 250G PRESIDENT,71.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1259704-300x300.jpg,aswak_assalam
BEURRE LA MOTTE DEMI-SEL 250G PRESIDENT,71.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/71305-300x300.jpg,aswak_assalam
BEURRE LA MOTTE DOUX 250G PRESIDENT,71.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/71306-300x300.jpg,aswak_assalam
BEURRE LEGER DOUX 250G PRESIDENT,47.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/58468-300x300.jpg,aswak_assalam
BEURRE MARQUIS DEMI SEL 200G ELLE&VIRE,22.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1210748-300x300.jpg,aswak_assalam
BEURRE PASTEURISE 500G BADAOUIRA,72.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/140965-300x300.jpg,aswak_assalam
BEURRE PASTEURISE 500G JAOUDA,52.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/69825-300x300.jpg,aswak_assalam
BEURRE PASTEURISE 82% MG 200G JIBAL,22.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1439610-300x300.jpg,aswak_assalam
BEURRE PLAQUETTE 200G LURPAK,38.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1317884-300x300.jpg,aswak_assalam
BEURRE PLAQUETTE 400G LURPAK,72.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1317885-300x300.jpg,aswak_assalam
BEURRE PURE 200G NEW ZEALAND,29.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1328282-300x300.jpg,aswak_assalam
BOISSON AU SOJA ET CHOCOLAT 1L SOJASUN,39.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1187166-300x300.jpg,aswak_assalam
BOISSON AU SOJA NATURE 1L SOJASUN,35.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1187169-300x300.jpg,aswak_assalam
BOISSON AU SOJA VANILLE 1L SOJASUN,39.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1187167-300x300.jpg,aswak_assalam
BOISSON DE RIZ AU CACAO BIO SANS GLUTEN 1L  SCOTTI,25.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1249793-300x300.jpg,aswak_assalam
BOISSON DE RIZ BIO SANS GLUTEN 1L SCOTTI,24.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1249799-300x300.jpg,aswak_assalam
CAMEMBERT 240G 8 PORTIONS PRESIDENT,88.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/127816-300x300.jpg,aswak_assalam
CAMEMBERT 240G LE BON MOINE,52.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/127815-300x300.jpg,aswak_assalam
CAMEMBERT 250G ILE DE FRANCE,53.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/127736-300x300.jpg,aswak_assalam
CREME CHANTILLY LEGERE 250G ELLE & VIRE,49.9,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1198633-300x300.jpg,aswak_assalam
CREME CUISSON 500ML PRESIDENT,34.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1299313-300x300.jpg,aswak_assalam
CREME CUISSON 50CL ELLE&VIRE,47.9,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1300273-300x300.jpg,aswak_assalam
CREME CUISSON LEGERE 18% MG 1L JAOUDA,44.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1406495-300x300.jpg,aswak_assalam
CREME DE CUISSON 200ML HALTA,12.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1321762-300x300.jpg,aswak_assalam
CREME DE CUISSON 200ML PUCK,16.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1297905-300x300.jpg,aswak_assalam
CREME DE CUISSON LEGERE 18% M.G 200ML JAOUDA,12.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1406496-300x300.jpg,aswak_assalam
CREME DESSERT AU CHOCOLAT 4*125G REINA,24.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1339523-300x300.jpg,aswak_assalam
CREME DESSERT AVEC BISCUIT 4*125G PACK REINA,26.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1339502-300x300.jpg,aswak_assalam
CREME DESSERT CARAMEL100G ELLE&VIRE,8.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/127712-300x300.jpg,aswak_assalam
CREME DESSERT CATALANE 2*103G PACK REINA,26.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1339530-300x300.jpg,aswak_assalam
CREME DESSERT CHOCOLAT 100G ELLE&VIRE,8.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/100682-300x300.jpg,aswak_assalam
CREME DESSERT DANETTE CARAMEL 12*80G PACK DANONE,29.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1351384-300x300.jpg,aswak_assalam
CREME DESSERT DANETTE FLAN 12*80G PACK DANONE,29.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1213335-300x300.jpg,aswak_assalam
CREME DESSERT VANILLE 100G ELLE&VIRE,8.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/100692-300x300.jpg,aswak_assalam
CREME DESSERT VANILLE 4*125G PACK REINA,24.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1339524-300x300.jpg,aswak_assalam
CREME ENTIERE 250G BOMBE ELLE&VIRE,58.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1198634-300x300.jpg,aswak_assalam
CREME FRAICHE 200G CHERGUI,12.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/108542-300x300.jpg,aswak_assalam
CREME FRAICHE 200ML LE BERGER,10.9,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/172564-300x300.jpg,aswak_assalam
CREME FRAICHE EPAISSE 20CL GRAN COEUR,16.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1367206-300x300.jpg,aswak_assalam
CREME FRAICHE LEGERE 200ML LE BERGER,11.2,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/172565-300x300.jpg,aswak_assalam
CREME FRAICHE PRESIDENT 20CL,22.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/62288-300x300.jpg,aswak_assalam
CREME LIQUIDE 1L PRESIDENT,79.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/46477-300x300.jpg,aswak_assalam
CREME LIQUIDE POUR CUISSON & DESSERT 1L HOPLA,45.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1368175-300x300.jpg,aswak_assalam
"CREME LIQUIDE POUR CUISSON & PATISSERIE 35,2% MG 1L PAYSAN BRETON",79.2,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1181973-300x300.jpg,aswak_assalam
CREME LIQUIDE POUR DESSERT 35% MG 1L ELLE &VIRE,85.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/100659-300x300.jpg,aswak_assalam
CREME LIQUIDE SUCREE  POUR CHANTILLY 1L FARHA SOCRECH,36.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1291726-300x300.jpg,aswak_assalam
CREME PATISSIERE 200ML HALTA,12.9,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1303073-300x300.jpg,aswak_assalam
CREME UHT DE CUISSON LEGERE  500ML JAOUDA,19.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1348231-300x300.jpg,aswak_assalam
CREME UHT LEGERE POUR LIAISON ET CUISSON 1L PRESIDENT,73.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1199033-300x300.jpg,aswak_assalam
CREME UHT SPECIAL CUISSON 1L  ELLE&VIRE,85.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/100661-300x300.jpg,aswak_assalam
CREME VEGETALE DE CUISSON 1L HALTA,47.9,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1354603-300x300.jpg,aswak_assalam
CREME VEGETALE DE CUISSON 1L LIOLA,47.9,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1178674-300x300.jpg,aswak_assalam
CREME VEGETALE PATISSIERE 1L HALTA,47.9,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1354604-300x300.jpg,aswak_assalam
DAN’UP VANILLE 8 *170G PACK DANONE,27.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1105268-300x300.jpg,aswak_assalam
DANETTE CREME DESSERT CHOCOLAT 12*80G,29.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1213336-300x300.jpg,aswak_assalam
DANINO FRAISE 8*80G PACK DANONE,23.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/0901989-300x300.jpg,aswak_assalam
DAYA ANANAS-COCO 330ML CHERGUI,5.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1257653-300x300.jpg,aswak_assalam
DAYA ANANAS-COCO 900ML CHERGUI,13.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1257673-300x300.jpg,aswak_assalam
DAYA AVOCAT 330G CHERGUI,5.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/0974538-300x300.jpg,aswak_assalam
DAYA FRAISE 330G CHERGUI,5.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/0974536-300x300.jpg,aswak_assalam
DAYA VANILLE 330G CHERGUI,5.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/0974539-300x300.jpg,aswak_assalam
DESSERT ALLEGE FRAISE 125G ELLE&VIRE,9.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/100350-300x300.jpg,aswak_assalam
DESSERT DELICIMO STRACCIATELLA 140G JAOUDA,4.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1350762-300x300.jpg,aswak_assalam
DESSERT DELICIMO STRACCIATELLA 90G JAOUDA,2.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1454125-300x300.jpg,aswak_assalam
DESSERT DELICIMO TARTE AU CITRON 140G JAOUDA,4.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1350763-300x300.jpg,aswak_assalam
DESSERT FRUITS DES BOIS 125G ELLE&VIRE,9.95,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/100686-300x300.jpg,aswak_assalam
DESSERT LACTE MON GREG CITRON 125G ELLE&VIRE,14.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1445052-300x300.jpg,aswak_assalam
DESSERT LACTE MON GREG MYRTILLE 125G ELLE&VIRE,14.5,,Cremerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1445051-300x300.jpg,aswak_assalam
Boîte de maïs 340g – JANIS,12.5,,Epicerie,JANIS,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/3-300x300.jpg.webp,aswak_assalam
Cornichons légèrement surcrés 180g – KÜHNE,41.5,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/12/2-300x300.jpg.webp,aswak_assalam
Farine fleur 10kg – KENZ,55.95,,Epicerie,KENZ,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/02/2-300x300.jpg.webp,aswak_assalam
Farine pain Beldi 5kg + farine de luxe 1kg – LUXOR,36.2,,Epicerie,LUXOR,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/02/2-300x300.jpg.webp,aswak_assalam
Huile d’olive vierge 1L  – CAMPO SUR,59.95,,Epicerie,CAMPO,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/11/2-300x300.jpg.webp,aswak_assalam
Lentilles 1kg – JANIS,12.95,,Epicerie,JANIS,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/01/2-300x300.jpg.webp,aswak_assalam
Lot 3 boîtes de champignons en morceaux 185g – JANIS,29.95,,Epicerie,JANIS,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/11/4-300x300.jpg.webp,aswak_assalam
Lot de 3 Boîtes de maïs 140g – JANIS,28.95,,Epicerie,JANIS,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/10/1-300x300.jpg.webp,aswak_assalam
Lot de 3 boîtes de thon 80g – JANIS,24.5,,Epicerie,JANIS,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/4-300x300.jpg.webp,aswak_assalam
Lot de 3 boites de thon 80g sauce tomate ou huile de tournesol  – JANIS,24.95,,Epicerie,JANIS,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/02/4-300x300.jpg.webp,aswak_assalam
Lot de 3 couscous calibre moyen 500g DALIA,16.2,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2022/09/4.jpg-300x300.png.webp,aswak_assalam
Lot de 3 spaghettis 500g  – JANIS,21.6,,Epicerie,JANIS,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/10/2-300x300.jpg.webp,aswak_assalam
Semoule fine blé dur 5Kg – MOONY,52.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/01/1-300x300.jpg.webp,aswak_assalam
ABRICOT SEC 500G ONCLE SAM,118.6,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/179064-300x300.jpg,aswak_assalam
AIL SEMOULE 100G GAYA,22.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1392405-300x300.jpg,aswak_assalam
AIL SEMOULE 215G HARMONY,83.9,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1356362-300x300.jpg,aswak_assalam
AIL SEMOULE 300G GAYA,61.2,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1198134-300x300.jpg,aswak_assalam
AIL SEMOULE 60G DUCROS,22.1,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/137689-300x300.jpg,aswak_assalam
AIL SEMOULE 60G HARMONY,18.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1260261-300x300.jpg,aswak_assalam
ALGUES GRILLEES NORI 10 FEUILLES JESSY’S,34.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1223453-300x300.jpg,aswak_assalam
AMANDE RIFFI 900G ONCLE SAM,146.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/26118-300x300.jpg,aswak_assalam
AMANDES 250G ONCLE SAM,43.5,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/78621-300x300.jpg,aswak_assalam
AMANDES RIFFI 200G ROSANA,33.5,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/106432-300x300.jpg,aswak_assalam
ANCHOIS A L’HUILE D’OLIVE EXTRA VIERGE 100G CONNETABLE,27.9,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1245238-300x300.jpg,aswak_assalam
ANGEL HAIR N°1 500G BARILLA,31.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/79039-300x300.jpg,aswak_assalam
ASSAISONEMENT KEFTA 35G JAVANA,16.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1026601-300x300.jpg,aswak_assalam
ASSAISONEMENT POULET AIL ORIGAN 35G IDEAL,10.9,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1240594-300x300.jpg,aswak_assalam
